PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add
902401060;100;9045;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;2fmCon;2Story;5;3;1910;1950
902402010;90;7407;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Adjacent to arterial street;Normal;1Fam;1Story;6;7;1957;1996
902402130;60;7740;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;1Fam;2Story;4;7;1910;1950
902402250;60;11340;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;2fmCon;2Story;4;6;1885;1950
902403070;60;10560;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;1Fam;2Story;6;7;1922;1994
903204040;53;5830;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Brookside;Adjacent to feeder street;Feedr;1Fam;1.5Fin;5;6;1950;1997
903206120;;7793;Pave;NA;Slightly irregular;Bnk;AllPub;Corner;Gtl;Brookside;Norm;Normal;1Fam;2.5Unf;7;7;1922;2005
903225150;50;5000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Adjacent to feeder street;Normal;1Fam;1Story;4;7;1925;1950
903226160;50;6000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Fin;6;7;1939;1950
903227020;50;6000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Fin;6;6;1940;1950
903227150;53;6360;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Brookside;Adjacent to feeder street;Normal;1Fam;1.5Fin;5;6;1942;1950
903228150;50;6000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Fin;6;7;1948;1950
903232190;52;6240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Fin;5;7;1936;1980
903233120;52;6240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Fin;5;5;1930;1950
903234050;51;6120;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Adjacent to arterial street;Normal;1Fam;1Story;6;5;1923;1950
903425110;50;10300;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Gtl;Old Town;RRAn;Feedr;1Fam;2Story;7;6;1921;1950
903426180;57;8094;Pave;Grvl;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;1Fam;1.5Fin;4;5;1915;1950
903426200;60;12900;Pave;Grvl;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;1Fam;2Story;6;8;1912;2009
903430080;52;3068;Pave;Grvl;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;1Fam;2Story;6;8;1920;1993
903450110;110;8472;Grvl;NA;Moderately Irregular;Bnk;AllPub;Corner;Mod;Iowa DOT and Rail Road;RRNn;Normal;Duplex;1Story;5;5;1963;
903454060;70;5600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;2fmCon;2Story;4;5;1930;1950
903476030;76;7630;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Adjacent to feeder street;Normal;2fmCon;2Story;5;9;1900;1996
904100140;;24090;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Clear Creek;Norm;Normal;1Fam;2Story;7;7;1940;1950
904101110;100;15263;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Clear Creek;Adjacent to feeder street;Normal;1Fam;1Story;5;5;1959;
904300150;72;10632;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Clear Creek;Norm;Normal;1Fam;1.5Fin;5;3;1917;1950
904302260;60;9900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;2fmCon;1.5Fin;5;4;1915;1950
904350045;65;6001;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Mod;South & West of Iowa State University;Norm;Normal;1Fam;1.5Fin;6;5;1940;1950
904351040;;6449;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;2Story;4;1;1907;1950
904352190;60;6048;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;South & West of Iowa State University;Adjacent to arterial street;Normal;2fmCon;1.5Fin;5;7;1910;1950
905101100;54;6342;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Adjacent to feeder street;Normal;1Fam;1.5Fin;5;8;1875;1996
905101300;72;10773;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;Duplex;1Story;4;3;1967;
905101310;72;10778;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;Duplex;1Story;4;5;1968;
905102060;75;11625;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;2fmCon;1Story;5;4;1965;
905103060;;11341;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;5;6;1957;1996
905104210;70;8521;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Sawyer;Adjacent to feeder street;Normal;1Fam;1Story;5;5;1967;
905105070;;8246;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;5;8;1968;2001
905105200;65;7800;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;5;7;1966;2008
905106140;80;9364;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer;Norm;Normal;1Fam;2Story;6;7;1969;
905106170;65;7832;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;5;5;1968;
905107110;;7424;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;Duplex;SFoyer;5;5;1978;
905107250;86;11227;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;2Story;5;5;1968;
905107320;;11616;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer;Norm;Normal;1Fam;2Story;6;5;1978;
905109130;80;14000;Pave;NA;Regular;Lvl;AllPub;Inside;Mod;Clear Creek;Norm;Normal;1Fam;2Story;7;5;1996;1997
905109170;;20062;Pave;NA;Slightly irregular;Low;AllPub;Inside;Mod;Clear Creek;Norm;Normal;1Fam;1Story;7;7;1977;2001
905201030;94;9259;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer;Adjacent to feeder street;Normal;1Fam;1Story;4;4;1927;1950
905202090;60;9600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;4;7;1950;1995
905325030;;23595;Pave;NA;Regular;Low;AllPub;Inside;Sev;Clear Creek;Norm;Normal;1Fam;1Story;7;6;1979;
905352140;;17082;Pave;NA;Slightly irregular;Low;AllPub;CulDSac;Mod;Clear Creek;Norm;Normal;1Fam;2Story;6;5;1978;1992
905378040;124;18600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;3;4;1938;1990
905426060;85;10625;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;5;1920;1950
905426200;65;11479;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;6;7;1950;1987
905451320;68;9571;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;6;1956;
905452110;50;9350;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;4;6;1947;1979
905452160;75;9525;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;7;1954;1998
905453040;83;10420;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Normal;1Fam;1Story;6;5;2009;
905453080;44;17485;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;7;5;2009;2010
905475510;;11200;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;3;1964;
905478190;60;11100;Pave;NA;Regular;Low;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;7;1946;2006
906201030;77;9206;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;5;1985;
906201120;83;11980;Pave;NA;Regular;Low;AllPub;Inside;Mod;Sawyer West;Norm;Normal;1Fam;1Story;7;5;1987;
906204230;87;12361;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;7;1993;
906223090;80;9938;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;7;5;1993;1994
906225210;73;9069;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;SFoyer;6;6;1992;
906378100;64;10475;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2008;
906380190;64;6762;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2006;
906385010;94;10402;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2009;
906385020;64;7360;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2010;
906402200;90;12376;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;7;5;1990;
906425045;82;14235;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;1.5Fin;6;8;1900;1993
906477110;80;8816;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Clear Creek;Norm;Normal;1Fam;SLvl;6;7;1971;
907125090;82;11105;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;SFoyer;5;5;1996;
907180050;;9337;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;1997;1998
907185060;70;8750;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;6;5;1998;
907200280;38;15240;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;8;1977;2004
907200290;;10900;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;College Creek;Norm;Normal;1Fam;2Story;6;7;1977;
907200340;75;10650;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;6;1976;
907203070;68;7480;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;5;6;1972;
907250030;80;10389;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2003;
907252120;;11423;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2001;2002
907262050;44;9548;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;6;2003;
907280040;75;9375;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;1997;
907290040;48;12137;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;1998;
907290170;;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;
907290240;;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;
907401090;48;10635;Pave;NA;Moderately Irregular;Lvl;AllPub;FR2;Gtl;College Creek;Norm;Normal;1Fam;1Story;8;5;2003;
907410080;70;8400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2004;2005
907414030;65;8773;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;College Creek;Norm;Normal;1Fam;1Story;7;5;2004;
908102060;67;8777;Pave;NA;Regular;Lvl;AllPub;Inside;Mod;Edwards;Adjacent to feeder street;Normal;1Fam;1Story;3;6;1945;2007
908102110;68;8842;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;6;1954;
908102130;75;9825;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;5;5;1965;
908102170;60;10044;Pave;NA;Slightly irregular;Low;AllPub;CulDSac;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;6;1968;
908102300;89;11792;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;4;5;1948;1950
908103350;65;6305;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SLvl;6;6;1975;
908152080;94;7819;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;SLvl;6;5;1976;
908203100;64;6410;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;5;1958;
908208020;80;8546;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;5;2003;2004
908225320;52;8741;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;6;4;1945;1950
908226130;60;12180;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;2fmCon;1.5Fin;4;4;1941;1950
908275300;68;8562;Pave;NA;Regular;Lvl;AllPub;Inside;Mod;Edwards;Norm;Normal;1Fam;1Story;5;6;1957;2002
909100080;67;4853;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;South & West of Iowa State University;Adjacent to arterial street;Normal;1Fam;1Story;5;6;1924;1999
909100110;66;6858;Pave;NA;Regular;Bnk;AllPub;Corner;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;2Story;6;4;1915;1950
909101070;45;8212;Pave;Grvl;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;3;3;1914;1950
909176140;50;5000;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;1.5Fin;5;6;1924;1950
909176150;;7890;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;South & West of Iowa State University;Norm;Normal;1Fam;1Story;6;6;1939;1950
909177100;60;7200;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;Duplex;2Story;4;6;1967;
909250030;51;9839;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Adjacent to feeder street;Normal;1Fam;1.5Fin;5;2;1931;1950
909250060;50;9638;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Adjacent to feeder street;Normal;1Fam;1.5Fin;6;7;1919;1990
909281080;78;10452;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;7;6;1941;1985
909426080;78;15600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;Duplex;2Story;5;6;1950;1991
909427230;66;9042;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;7;9;1941;2006
909428280;100;17500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;PosA;Normal;1Fam;1Story;7;8;1959;2002
909452114;85;19645;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Crawford;Norm;Normal;1Fam;SLvl;7;6;1994;2007
909455030;35;3907;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Bluestem;Norm;Normal;TwnhsE;1Story;8;6;1989;
909455040;35;3907;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Bluestem;Norm;Normal;TwnhsE;1Story;8;5;1989;
909475140;100;15602;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;7;8;1959;1997
910202060;40;5436;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;4;8;1922;2007
910203250;58;8154;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;2;5;1941;1950
910205120;50;9140;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;6;5;1921;1975
911128180;60;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;4;4;1920;1950
911202100;66;8712;Pave;Pave;Regular;HLS;AllPub;Inside;Mod;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;4;7;1900;1950
911204090;66;8712;Grvl;NA;Regular;Bnk;AllPub;Inside;Mod;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;5;5;1952;
911204100;66;8712;Grvl;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;4;7;1896;1950
911370510;44;3811;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Mod;Crawford;Adjacent to arterial street;Normal;TwnhsE;1Story;8;5;2004;2005
914467040;85;11050;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;2Story;8;5;1998;1999
914475090;74;9620;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;7;1977;
914476520;129;9196;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;7;5;2003;
914478045;;12328;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;5;1976;
914478110;;12760;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;1Story;6;5;1976;
916125360;;57200;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Sev;Timberland;Norm;Normal;1Fam;1Story;5;5;1948;1950
916386010;88;11896;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;1Story;7;5;2008;
916386020;73;9803;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;7;5;2009;2010
916386060;73;9802;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;2Story;5;5;2006;2007
916386090;92;12003;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;8;5;2009;2010
916455170;80;11316;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;7;5;2002;2003
916475110;85;14191;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;2Story;8;5;2002;
921128020;89;13214;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;9;5;2008;2009
923201020;85;15300;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;5;1965;1977
923202105;93;10114;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;5;2004;2005
923204150;94;9400;Pave;NA;Regular;Low;AllPub;Corner;Gtl;Mitchell;Norm;Normal;Duplex;2Story;6;5;1971;
923205015;;11875;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;5;1999;
923225300;;1974;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;4;5;1973;
923225390;31;2394;Pave;NA;Regular;Low;AllPub;Inside;Mod;Meadow Village;Norm;Normal;Twnhs;1Story;5;6;1973;
923225440;36;2592;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;5;3;1976;
923226250;21;1476;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;2Story;4;7;1970;
923226320;21;1491;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;SFoyer;4;6;1972;
923228270;21;1900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;4;4;1970;
923228370;21;1890;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;4;6;1972;
923230190;50;6953;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;7;1971;2004
923251080;;26142;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;7;1962;
923276030;76;12887;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;7;1984;
923276250;70;7700;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;2Story;5;2;1985;1986
923426070;63;10475;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;2Story;5;5;1991;
924100050;68;10544;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Mod;Mitchell;Norm;Normal;1Fam;1.5Fin;5;5;1969;
924151040;76;9892;Pave;NA;Regular;Lvl;AllPub;Inside;Mod;Mitchell;Norm;Normal;1Fam;1Story;8;5;1994;1995
924152030;74;12961;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;2Story;6;5;1993;1994
526302110;74;13008;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;6;5;1956;
526351100;85;10200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;6;5;1974;
526355080;75;13860;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;8;7;1972;1995
527105070;88;10179;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1997;
527105130;;11792;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;8;5;2003;
527107130;60;8400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;7;5;1996;1997
527108070;42;14892;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;1Story;9;5;2006;2007
527110020;;8530;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;7;5;1995;1996
527127100;28;7296;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;2004;2005
527131030;40;5664;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;2000;
527132090;61;7380;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Stone Brook;Norm;Normal;1Fam;1Story;8;5;1998;
527146010;57;8013;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;1995;1996
527161040;57;8923;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;7;5;1998;
527162110;74;10141;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1998;
527162120;60;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1998;1999
527163040;59;7837;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;7;1993;1994
527163070;;9765;Pave;NA;Moderately Irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;8;1993;
527163130;;8803;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1994;1995
527164020;58;7250;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;6;5;1993;
527164060;;9636;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1992;1993
527164090;65;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1994;1995
527165130;;9248;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;6;6;1992;
527166010;;10762;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1999;
527180100;99;11851;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;1Story;7;5;1990;
527182110;;5814;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;1984;
527214050;63;17423;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;1Story;9;5;2008;2009
527254020;80;11844;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;1Story;8;5;2008;
527258020;124;16158;Pave;NA;Slightly irregular;Low;AllPub;Inside;Mod;Stone Brook;Norm;Normal;1Fam;1Story;7;5;2005;
527276160;85;11900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;5;6;1977;
527301320;94;13005;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;7;1980;
527302175;48;17043;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;5;1979;1998
527326040;85;11900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;5;1977;
